variant,source,e_explicit,m_explicit,f_explicit,e_could_be,m_could_be,f_could_be,e_score,m_score,f_score,e_max,m_max,f_max,d_min,d_max,zone,uncertain,question_tags,ins_number,compound_name,nutrient_class,dairy_product_subtype,milling_grade,oil_fraction,protein_fraction,sugar_form,language_tag,f_revised,variant_signal_class
magermilchpulver,milk,drying,skim/defatted meal,base ingredient,,powder,,0.42,0.55,0.12,0.42,0.55,0.12,0.339,0.339,2,False,False,,,,,,,,,,processed_ingredient,linguistic_signal
mint leaf powder,mint,drying,powder,taste profile / spice,,,flavouring agent,0.42,0.42,0.18,0.42,0.42,0.675,0.324,0.522,2,False,False,,,,,,,,,,taste profile / spice,"canonical_form, form_signal, grade_signal"
pistachio pieces,pistachio,cut/sliced pieces,cut/sliced pieces,base ingredient,,whole/fresh pieces,,0.0,0.1,0.12,0.0,0.1,0.12,0.078,0.078,1,False,False,,,,,,,,,,raw_agricultural_material,"canonical_form, grade_signal"
pista flavouring,pistachio,extract/oleoresin,extract/oleoresin,flavouring agent,solvent extraction,,taste profile / spice,0.0,0.86,0.675,0.82,0.86,0.675,0.528,0.774,2,True,False,,,,,,,,,,flavouring agent,"transliteration_signal, form_signal"
refined soya oil,soybean,refining,oil,lipid base,cold pressing|solvent extraction,,,0.75,0.7,0.22,0.82,0.7,0.22,0.523,0.544,2,False,False,,,,,,refined,,,,lipid base,"form_signal, process_signal"
strawberry fruit,strawberry,,whole/fresh pieces,base ingredient,,,sweetener,0.0,0.05,0.12,0.0,0.05,0.625,0.063,0.265,1,False,False,,,,,,,,,,raw_agricultural_material,canonical_form
strawberry puree,strawberry,,pulp/puree,base ingredient,,,sweetener,0.0,0.25,0.12,0.0,0.25,0.625,0.123,0.325,1,True,False,,,,,,,,,,raw_agricultural_material,"linguistic_signal, canonical_form, form_signal"
strawberry juice,strawberry,,juice,flavouring agent,,,sweetener,0.0,0.5,0.675,0.0,0.5,0.675,0.42,0.42,2,False,False,,,,,,,,,,flavouring agent,"canonical_form, form_signal"
granulated sugar,sugarcane,,crystalline chemical,sweetener,refining,granules,base ingredient,0.0,0.98,0.625,0.75,0.98,0.625,0.544,0.769,2,True,False,,,,,,,,refined_sucrose,,sweetener,form_signal
split black gram,black gram,cut/sliced pieces,cut/sliced pieces,base ingredient,,whole/fresh pieces,,0.0,0.1,0.12,0.0,0.1,0.12,0.078,0.078,1,False,False,,,,,,,,,,raw_agricultural_material,grade_signal
sunflower gluten,sunflower,,protein concentrate,base ingredient,,,,0.0,0.74,0.12,0.0,0.74,0.12,0.27,0.27,1,False,False,,,,,,,plant_protein,,,processed_ingredient,"canonical_form, form_signal"
flax seed powder,flax,drying|milling,powder,base ingredient,,,thickener,0.42,0.42,0.12,0.42,0.42,0.615,0.3,0.498,2,False,False,,,,,,,,,,processed_ingredient,"canonical_form, form_signal, grade_signal"
badam flavouring,almond,extract/oleoresin,extract/oleoresin,flavouring agent,solvent extraction,,taste profile / spice,0.0,0.86,0.675,0.82,0.86,0.675,0.528,0.774,2,True,False,,,,,,,,,,flavouring agent,"transliteration_signal, form_signal"
fenugreek leaves,fenugreek,drying,whole/fresh pieces,taste profile / spice,,powder,flavouring agent,0.42,0.05,0.18,0.42,0.42,0.675,0.213,0.522,1,True,False,,,,,,,,,,taste profile / spice,"canonical_form, form_signal, grade_signal"
fenugreek powder,fenugreek,drying|milling,powder,taste profile / spice,,,flavouring agent,0.42,0.42,0.18,0.42,0.42,0.675,0.324,0.522,2,False,False,,,,,,,,,,taste profile / spice,"canonical_form, form_signal"
coriander powder,coriander,drying|milling,powder,taste profile / spice,,,flavouring agent,0.42,0.42,0.18,0.42,0.42,0.675,0.324,0.522,2,False,False,,,,,,,,,,taste profile / spice,"orthographic_noise, canonical_form, form_signal"
coriander leaves,coriander,drying,whole/fresh pieces,taste profile / spice,,powder,flavouring agent,0.42,0.05,0.18,0.42,0.42,0.675,0.213,0.522,1,True,False,,,,,,,,,,taste profile / spice,"canonical_form, form_signal, grade_signal"
coniander powder,coriander,drying|milling,powder,taste profile / spice,,,flavouring agent,0.42,0.42,0.18,0.42,0.42,0.675,0.324,0.522,2,False,False,,,,,,,,,,taste profile / spice,"orthographic_noise, form_signal"
kesar flavouring,saffron,extract/oleoresin,extract/oleoresin,flavouring agent,solvent extraction,,taste profile / spice,0.0,0.86,0.675,0.82,0.86,0.675,0.528,0.774,2,True,False,,,,,,,,,,flavouring agent,"transliteration_signal, form_signal, grade_signal"
calcium silicate,mineral,,crystalline chemical,anticaking agent,,,,0.0,0.98,0.85,0.0,0.98,0.85,0.634,0.634,2,False,False,,,,,,,,,,anticaking agent,"grade_signal, fortification_signal"
apple flavouring,apple,extract/oleoresin,extract/oleoresin,flavouring agent,solvent extraction,,taste profile / spice,0.0,0.86,0.675,0.82,0.86,0.675,0.528,0.774,2,True,False,,,,,,,,,,flavouring agent,"canonical_form, form_signal"
arrowroot powder,arrowroot,,powder,base ingredient,,starch flour,thickener,0.0,0.42,0.12,0.0,0.6,0.615,0.174,0.426,1,True,False,,,,,,,,,,processed_ingredient,"canonical_form, form_signal"
chick peas flour,chickpea,milling,flour/fine powder,base ingredient,,,,0.28,0.33,0.12,0.28,0.33,0.12,0.231,0.231,1,False,False,,,,,,,,,,raw_agricultural_material,"orthographic_noise, form_signal"
split chick peas,chickpea,,cut/sliced pieces,base ingredient,,,,0.0,0.1,0.12,0.0,0.1,0.12,0.078,0.078,1,False,False,,,,,,,,,,raw_agricultural_material,"orthographic_noise, grade_signal"
black tea leaves,tea,,leaf,flavouring agent,fermentation,,taste profile / spice,0.0,0.0,0.675,0.56,0.0,0.675,0.27,0.438,1,True,False,,,,,,,,,,flavouring agent,"canonical_form, form_signal, grade_signal"
assam tea leaves,tea,,leaf,flavouring agent,fermentation,,taste profile / spice,0.0,0.0,0.675,0.56,0.0,0.675,0.27,0.438,1,True,False,,,,,,,,,,flavouring agent,"canonical_form, form_signal, grade_signal"
butter from milk,milk,churning,fat fraction,lipid base,,,flavouring agent,0.45,0.72,0.22,0.45,0.72,0.675,0.439,0.621,2,False,False,,,,,,,,,,lipid base,"canonical_form, form_signal"
microbial rennet,synthetic,,,base ingredient,fermentation,concentrate,,0.0,0.0,0.12,0.56,0.4,0.12,0.048,0.336,1,True,False,,,,,,,,,,fermentation_agent,"form_signal, grade_signal"
pasteurized milk,milk,pasteurization,,base ingredient,,,,0.48,0.0,0.12,0.48,0.0,0.12,0.192,0.192,1,False,False,,,,,,,,,,raw_agricultural_material,"canonical_form, form_signal, process_signal"
processed cheese,milk,,dense block,base ingredient,,,,0.0,0.38,0.12,0.0,0.38,0.12,0.162,0.162,1,False,False,,,,hard_cheese,,,,,,processed_ingredient,"form_signal, process_signal"
red chili powder,chili,drying,powder,taste profile / spice,,,flavouring agent,0.42,0.42,0.18,0.42,0.42,0.675,0.324,0.522,2,False,False,,,,,,,,,,taste profile / spice,"canonical_form, form_signal, grade_signal"
red chilli whole,chili,drying,whole/fresh pieces,taste profile / spice,,,flavouring agent,0.42,0.05,0.18,0.42,0.05,0.675,0.213,0.411,1,True,False,,,,,,,,,,taste profile / spice,grade_signal
egg white powder,egg,drying,powder,base ingredient,,,foaming agent,0.42,0.42,0.12,0.42,0.42,0.725,0.3,0.542,2,False,False,,,,,,,,,,processed_ingredient,"canonical_form, form_signal, grade_signal"
ferrous sulphate,mineral,,crystalline chemical,antioxidant,,,,0.0,0.98,0.875,0.0,0.98,0.875,0.644,0.644,2,False,False,,,mineral_nutrient,,,,,,,antioxidant,"form_signal, grade_signal"
clarified butter,milk,clarification|churning,fat fraction,lipid base,,,flavouring agent,0.55,0.72,0.22,0.55,0.72,0.675,0.469,0.651,2,False,False,,,,,,,,,,lipid base,"form_signal, process_signal"
split green gram,green gram,,cut/sliced pieces,base ingredient,,,,0.0,0.1,0.12,0.0,0.1,0.12,0.078,0.078,1,False,False,,,,,,,,,,raw_agricultural_material,grade_signal
green tea leaves,tea,,leaf,flavouring agent,fermentation,,taste profile / spice,0.0,0.0,0.675,0.56,0.0,0.675,0.27,0.438,1,True,False,,,,,,,,,,flavouring agent,"canonical_form, form_signal, grade_signal"
guava flavouring,guava,,extract/oleoresin,flavouring agent,extract/oleoresin,,taste profile / spice,0.0,0.86,0.675,0.0,0.86,0.675,0.528,0.528,2,False,False,,,,,,,,,,flavouring agent,"canonical_form, form_signal"
honey flavouring,honey,,,flavouring agent,,extract/oleoresin,sweetener,0.0,0.0,0.675,0.0,0.86,0.675,0.27,0.528,1,True,False,,,,,,,,,,flavouring agent,"canonical_form, form_signal"
jamun flavouring,jamun,,extract/oleoresin,flavouring agent,extract/oleoresin,,taste profile / spice,0.0,0.86,0.675,0.0,0.86,0.675,0.528,0.528,2,False,False,,,,,,,,,,flavouring agent,"transliteration_signal, canonical_form, form_signal"
kewra flavouring,kewra,,extract/oleoresin,flavouring agent,extract/oleoresin,essential oil,taste profile / spice,0.0,0.86,0.675,0.0,0.9,0.675,0.528,0.54,2,False,False,,,,,,,,,,flavouring agent,"canonical_form, form_signal"
lactobilus casei,milk,fermentation,,,,concentrate,?probiotic,0.56,0.0,0.0,0.56,0.4,0.0,0.168,0.288,1,False,True,,,,,,,,,,health_supplement,linguistic_signal
lemon flavouring,lemon,,extract/oleoresin,flavouring agent,extract/oleoresin,essential oil,taste profile / spice,0.0,0.86,0.675,0.0,0.9,0.675,0.528,0.54,2,False,False,,,,,,,,,,flavouring agent,"canonical_form, form_signal"
dairy flavouring,milk,,extract/oleoresin,flavouring agent,,,taste profile / spice,0.0,0.86,0.675,0.0,0.86,0.675,0.528,0.528,2,False,False,,,,,,,,,,flavouring agent,"form_signal, grade_signal"
onion flavouring,onion,,extract/oleoresin,flavouring agent,extract/oleoresin,,taste profile / spice,0.0,0.86,0.675,0.0,0.86,0.675,0.528,0.528,2,False,False,,,,,,,,,,flavouring agent,"canonical_form, form_signal"
dehydrated onion,onion,drying,cut/sliced pieces,flavouring agent,,,taste profile / spice,0.42,0.1,0.675,0.42,0.1,0.675,0.426,0.426,2,False,False,,,,,,,,,,flavouring agent,"canonical_form, process_signal"
potassium iodate,mineral,,crystalline chemical,antioxidant,,,preservative,0.0,0.98,0.875,0.0,0.98,0.885,0.644,0.648,2,False,False,,,mineral_nutrient,,,,,,,antioxidant,"orthographic_noise, grade_signal"
potassium iodide,mineral,,crystalline chemical,antioxidant,,,preservative,0.0,0.98,0.875,0.0,0.98,0.885,0.644,0.648,2,False,False,,,,,,,,,,antioxidant,"orthographic_noise, grade_signal"
gulab flavouring,rose,,extract/oleoresin,flavouring agent,extract/oleoresin,essential oil,taste profile / spice,0.0,0.86,0.675,0.0,0.9,0.675,0.528,0.54,2,False,False,,,,,,,,,,flavouring agent,form_signal
rosemary extract,rosemary,solvent extraction,extract/oleoresin,flavouring agent,,essential oil,taste profile / spice,0.82,0.86,0.675,0.82,0.9,0.675,0.774,0.786,3,False,False,,,,,,,,,,flavouring agent,"canonical_form, form_signal"
sodium molybdate,mineral,,crystalline chemical,antioxidant,,,preservative,0.0,0.98,0.875,0.0,0.98,0.885,0.644,0.648,2,False,False,,,,,,,,,,antioxidant,grade_signal
soy sauce powder,soybean | wheat,fermentation,powder,taste profile / spice,,,flavouring agent,0.56,0.42,0.18,0.56,0.42,0.675,0.366,0.564,2,False,False,,,,,,,,,,taste profile / spice,"form_signal, multi_source"
star anise seeds,star anise,drying,,taste profile / spice,,whole/fresh pieces|powder,flavouring agent,0.42,0.0,0.18,0.42,0.42,0.675,0.198,0.522,1,True,False,,,,,,,,,,taste profile / spice,"form_signal, grade_signal"
watermelon seeds,watermelon,,whole/fresh pieces,base ingredient,,,,0.0,0.05,0.12,0.0,0.05,0.12,0.063,0.063,1,False,False,,,,,,,,,,raw_agricultural_material,"canonical_form, form_signal, grade_signal"
blackberry puree,blackberry,,pulp/puree,base ingredient,,juice,,0.0,0.25,0.12,0.0,0.5,0.12,0.123,0.198,1,False,False,,,,,,,,,,raw_agricultural_material,"linguistic_signal, canonical_form, form_signal"
sodium caseinate,milk,,protein concentrate,base ingredient,,,emulsifier,0.0,0.74,0.12,0.0,0.74,0.825,0.27,0.552,1,True,False,,,,,,,casein,,,processed_ingredient,grade_signal
cultured glucose,corn | tapioca,fermentation,,sweetener,,powder,,0.56,0.0,0.625,0.56,0.42,0.625,0.418,0.544,2,False,False,,,,,,,,,,sweetener,"process_signal, multi_source"
gajar flavouring,carrot,,extract/oleoresin,flavouring agent,extract/oleoresin,,taste profile / spice,0.0,0.86,0.675,0.0,0.86,0.675,0.528,0.528,2,False,False,,,,,,,,,,flavouring agent,form_signal
microbial enzyme,synthetic,,,,,,,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1,False,False,,,,,,,,,,fermentation_agent,"form_signal, grade_signal"
glucuronolactone,synthetic | corn,,crystalline chemical,,fermentation,,,0.0,0.98,0.0,0.56,0.98,0.0,0.294,0.462,1,True,False,,,,,,,,,,health_supplement,multi_source
sourdough powder,wheat,fermentation|milling,powder,base ingredient,,,raising agent,0.56,0.42,0.12,0.56,0.42,0.475,0.342,0.484,2,False,False,,,,,,,,,,processed_ingredient,form_signal
sardine fish oil,sardine,,oil,lipid base,solvent extraction,,,0.0,0.7,0.22,0.82,0.7,0.22,0.298,0.544,1,True,False,,,,,,,,,,lipid base,"canonical_form, form_signal"
refined palmolein,palm,refining,oil,lipid base,cold pressing|solvent extraction,,,0.75,0.7,0.22,0.82,0.7,0.22,0.523,0.544,2,False,False,,,,,,refined,,,,lipid base,process_signal
bakery shortening,palm | soybean | groundnut,interesterification,fat fraction,lipid base,hydrogenation,,,0.91,0.72,0.22,0.92,0.72,0.22,0.577,0.58,2,False,False,,,,,,,,,,lipid base,multi_source
hydrogenated oils,palm | soybean | groundnut,hydrogenation,oil,lipid base,,fat fraction,,0.92,0.7,0.22,0.92,0.72,0.22,0.574,0.58,2,False,False,,,,,,hydrogenated,,,,lipid base,"form_signal, process_signal, multi_source"
sauvarchalalavana,mineral,,crystalline chemical,taste profile / spice,?compounding,,flavouring agent,0.0,0.98,0.18,0.35,0.98,0.675,0.366,0.669,2,False,True,,,,,,,,,,taste profile / spice,orthographic_noise
dehydrated carrot,carrot,drying,whole/fresh pieces,base ingredient,,cut/sliced pieces|powder,,0.42,0.05,0.12,0.42,0.42,0.12,0.189,0.3,1,True,False,,,,,,,,,,raw_agricultural_material,"canonical_form, process_signal"
carrot flavouring,carrot,,extract/oleoresin,flavouring agent,solvent extraction,,taste profile / spice,0.0,0.86,0.675,0.82,0.86,0.675,0.528,0.774,2,True,False,,,,,,,,,,flavouring agent,"canonical_form, form_signal"
dehydrated garlic,garlic,drying,whole/fresh pieces,taste profile / spice,,cut/sliced pieces|powder,flavouring agent,0.42,0.05,0.18,0.42,0.42,0.675,0.213,0.522,1,True,False,,,,,,,,,,taste profile / spice,"canonical_form, process_signal"
garlic flavouring,garlic,,extract/oleoresin,flavouring agent,solvent extraction,,taste profile / spice,0.0,0.86,0.675,0.82,0.86,0.675,0.528,0.774,2,True,False,,,,,,,,,,flavouring agent,"canonical_form, form_signal"
corn syrup solids,corn,?enzymatic treatment,syrup,sweetener|bulking agent,,concentrate|powder,,0.0,0.4,0.625,0.0,0.42,0.625,0.37,0.376,2,False,True,,,,,,,,,,sweetener|bulking agent|ins_check_needed,"canonical_form, form_signal"
candy sugar syrup,sugarcane,,syrup,sweetener,refining,juice,,0.0,0.4,0.625,0.75,0.5,0.625,0.37,0.625,2,False,False,,,,,,,,refined_sucrose,,sweetener,"redundant_variant, form_signal"
pasta di nocciole,hazelnut,milling,pulp/puree,base ingredient,,,,0.28,0.25,0.12,0.28,0.25,0.12,0.207,0.207,1,False,False,,,,,,,,,,raw_agricultural_material,linguistic_signal
purée de noisette,hazelnut,,pulp/puree,base ingredient,,,,0.0,0.25,0.12,0.0,0.25,0.12,0.123,0.123,1,False,False,,,,,,,,,,raw_agricultural_material,linguistic_signal
roasted hazelnuts,hazelnut,roasting,whole/fresh pieces,taste profile / spice,,cut/sliced pieces,flavouring agent,0.58,0.05,0.18,0.58,0.1,0.675,0.261,0.474,1,True,False,,,,,,,,,,taste profile / spice,process_signal
haselnüsse türkei,hazelnut,,whole/fresh pieces,base ingredient,,cut/sliced pieces,,0.0,0.05,0.12,0.0,0.1,0.12,0.063,0.078,1,False,False,,,,,,,,,,raw_agricultural_material,linguistic_signal
noisettes turquie,hazelnut,,whole/fresh pieces,base ingredient,,cut/sliced pieces,,0.0,0.05,0.12,0.0,0.1,0.12,0.063,0.078,1,False,False,,,,,,,,,,raw_agricultural_material,linguistic_signal
magnesium sulfate,mineral,,crystalline chemical,firming agent,,,,0.0,0.98,0.45,0.0,0.98,0.45,0.474,0.474,2,False,False,,,mineral_nutrient,,,,,,,firming agent,"form_signal, grade_signal"
magnesium taurate,mineral,,crystalline chemical,firming agent,,,,0.0,0.98,0.45,0.0,0.98,0.45,0.474,0.474,2,False,False,,,mineral_nutrient,,,,,,,firming agent,grade_signal
whole milk powder,milk,drying,powder,base ingredient,,,,0.42,0.42,0.12,0.42,0.42,0.12,0.3,0.3,2,False,False,,,,,,,,,,processed_ingredient,"canonical_form, form_signal, grade_signal"
camel milk powder,camel milk,drying,powder,base ingredient,,,,0.42,0.42,0.12,0.42,0.42,0.12,0.3,0.3,2,False,False,,,,,,,,,,processed_ingredient,"form_signal, grade_signal"
standardised milk,milk,pasteurization,,base ingredient,,,,0.48,0.0,0.12,0.48,0.0,0.12,0.192,0.192,1,False,False,,,,,,,,,,raw_agricultural_material,"orthographic_noise, redundant_variant, canonical_form, form_signal, process_signal"
pudina flavouring,mint,,extract/oleoresin,flavouring agent,solvent extraction,,taste profile / spice,0.0,0.86,0.675,0.82,0.86,0.675,0.528,0.774,2,True,False,,,,,,,,,,flavouring agent,"transliteration_signal, form_signal"
soya bean extract,soybean,solvent extraction,extract/oleoresin,base ingredient,,,,0.82,0.86,0.12,0.82,0.86,0.12,0.552,0.552,2,False,False,,,,,,,,,,raw_agricultural_material,form_signal
steviol glycoside,stevia,solvent extraction,extract/oleoresin,sweetener,,powder,flavouring agent,0.82,0.86,0.625,0.82,0.86,0.675,0.754,0.774,3,False,False,,,,,,,,,,sweetener,form_signal
strawberry powder,strawberry,drying,powder,flavouring agent,,,taste profile / spice,0.42,0.42,0.675,0.42,0.42,0.675,0.522,0.522,2,False,False,,,,,,,,,,flavouring agent,"canonical_form, form_signal"
candy sugar syrup,sugarcane,,syrup,sweetener,refining,juice,,0.0,0.4,0.625,0.75,0.5,0.625,0.37,0.625,2,False,False,,,,,,,,refined_sucrose,,sweetener,"redundant_variant, form_signal"
husked black gram,black gram,de-husking,whole/fresh pieces,base ingredient,,,,0.22,0.05,0.12,0.22,0.05,0.12,0.129,0.129,1,False,False,,,,,,,,,,raw_agricultural_material,grade_signal
distilled vinegar,sugarcane,fermentation|distillation,juice,acidity regulator,,,preservative,0.56,0.5,0.86,0.56,0.5,0.885,0.662,0.672,2,False,False,,,,,,,,,,acidity regulator,form_signal
synthetic vinegar,synthetic,fermentation,juice,acidity regulator,,,preservative,0.56,0.5,0.86,0.56,0.5,0.885,0.662,0.672,2,False,False,,,,,,,,,,acidity regulator,"canonical_form, form_signal, process_signal"
flax seed extract,flax,solvent extraction,extract/oleoresin,base ingredient,,,,0.82,0.86,0.12,0.82,0.86,0.12,0.552,0.552,2,False,False,,,,,,,,,,raw_agricultural_material,"canonical_form, form_signal, grade_signal"
almond flavouring,almond,,extract/oleoresin,flavouring agent,solvent extraction,,taste profile / spice,0.0,0.86,0.675,0.82,0.86,0.675,0.528,0.774,2,True,False,,,,,,,,,,flavouring agent,"canonical_form, form_signal, grade_signal"
acidity regulator,synthetic | mineral,,crystalline chemical,acidity regulator,,,,0.0,0.98,0.86,0.0,0.98,0.86,0.638,0.638,2,False,False,,,,,,,,,,acidity regulator,multi_source
asafoetida powder,asafoetida,,powder,taste profile / spice,?compounding,extract/oleoresin,flavouring agent,0.0,0.42,0.18,0.35,0.86,0.675,0.198,0.633,1,True,True,,,,,,,,,,taste profile / spice,"canonical_form, form_signal"
stabilizer ns 415,corn,,,stabiliser,,powder,thickener,0.0,0.0,0.65,0.0,0.42,0.65,0.26,0.386,1,True,False,,,,,,,,,,stabiliser,compound_noise
coriander extract,coriander,solvent extraction,extract/oleoresin,taste profile / spice,,essential oil,flavouring agent,0.82,0.86,0.18,0.82,0.9,0.675,0.576,0.786,2,True,False,,,,,,,,,,taste profile / spice,"canonical_form, form_signal"
citrus pulp cells,citrus,,pulp/puree,base ingredient,,whole/fresh pieces,thickener,0.0,0.25,0.12,0.0,0.25,0.615,0.123,0.321,1,True,False,,,,,,,,,,raw_agricultural_material,"redundant_variant, canonical_form, grade_signal"
